date,headline,sentiment_score
2023-10-01,"New iPhones Feeling The Heat? Apple Blames Software And Apps, Assures Solutions - Apple  ( NASDAQ:AAPL ) ",0.3477272727272727
2023-10-01,A Trillion-Dollar Dividend Growth Stock to Buy and Hold Forever,0.0
2023-10-01,"iPhone 15 Surprises, Apple Defends Google Deal, MacBook Air Bargain, Overheating Concerns And More: This Week In Appleverse - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",0.2733333333333333
2023-10-01,"Aetna 2024 Medicare plans offer more choices, flexibility and simplicity",0.5
2023-10-01,Nasdaq Sell-Off: My Top 3 Beaten-Down Growth Stocks to Buy Now,0.5333333333333333
2023-09-30,"Unmasking AI: Pentagon Seeks Transparency From Top LLM Companies To Confront Ethical Challenges - Microsoft  ( NASDAQ:MSFT ) , Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) , Meta Platforms  ( NASDAQ:META ) ",0.08888888888888889
2023-09-30,"Meta Stock A Buy? Facebook Parent Wows With AI Glasses, Avatars",-0.020670995670995666
2023-09-30,What's Ailing Stocks?,0.21875
2023-09-30,3 Dividend Strategies For The Rest Of 2023,0.0
2023-09-30,Apple Has an iPhone Problem,0.25
2023-09-30,"Every Artificial Intelligence  ( AI )  Stock Warren Buffett Owns, Ranked From Best to Worst",-0.024999999999999994
2023-09-30,Eric Trump Accuses Apple Of 'Shadow Banning' His Wife's New Song - Apple  ( NASDAQ:AAPL ) ,0.0909090909090909
2023-09-29,"US Wearables Market is to grow by USD 7.82 billion from 2022 to 2027, Driven by the increasing focus on fitness and ... - PR Newswire",0.0
2023-09-29,Digital Payment Market size to grow by USD 160.94 billion from 2022 to 2027 | Market is fragmented due to the ... - PR Newswire,-0.0625
2023-09-29,Weekly Roundup,0.03125
2023-09-29,The Magnificent Seven could be considered the messy seven after a 'meh' third quarter,0.32857142857142857
2023-09-29,"The Silicon Valley Wage War: Unveiling Salaries Of Top Talent At Apple, Microsoft, Google - Apple  ( NASDAQ:AAPL ) ",0.6666666666666666
2023-09-29,"EXCLUSIVE: Yusko Calls Out Warren Buffett, 'The Reason Warren Wants To P--- On Bitcoin Is...'",0.0
2023-09-29,Psst: Here's why Google's antitrust trial against the Department of Justice isn't being talked about much,0.06666666666666667
2023-09-29,"Buy the Dip in Apple, or has the Trend Turned Rotten?",-0.016666666666666666
2023-09-29,Three Ways You Can Trade Apple Right Now,-0.06285714285714285
2023-09-29,The government shutdown lowdown,0.0
2023-09-29,"Market Clubhouse Morning Memo - September 29th, 2023  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, META, GOOGL, And NVDA )  - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) ",0.4375
2023-09-29,Better Inflation Data From Europe And U.S. Bringing Buyers Into Oversold Stock Market - Apple  ( NASDAQ:AAPL ) ,0.5
2023-09-29,Apple Rolls Out iOS 17.1 Beta With AirDrop Over Internet Support: Here's How You Can Get It Now - Apple  ( NASDAQ:AAPL ) ,0.09659090909090909
2023-09-29,"Samsung Galaxy S24's First Leak Shows An iPhone-Inspired Design - Samsung Electronics Co  ( OTC:SSNLF ) , Qualcomm  ( NASDAQ:QCOM ) ",0.075
2023-09-29,AAPL: What Should Investors Do With Apple  ( AAPL )  Stock End of September?,0.0
2023-09-29,U.S. trade deficit in goods shrinks 7.3% - and might give small lift to GDP,-0.03787878787878788
2023-09-29,"Apple's App Store Faces China's Regulatory Hurdles, Talks Underway to Comply With New Regulations - Apple  ( NASDAQ:AAPL ) ",0.02954545454545454
2023-09-29,Futures Rise Ahead Of Key Inflation Data,0.0
2023-09-29,"How to maximize your streaming in October 2023, and why Netflix is all you really need",0.14666666666666667
2023-09-29,3 Northern Mutual Funds to Buy for Stable Returns,0.25
2023-09-29,Is iShares Core S&P U.S. Growth ETF  ( IUSG )  a Strong ETF Right Now?,0.31111111111111106
2023-09-29,Better Buy: Amazon vs Apple,0.375
2023-09-29,"1 Green Flag for Apple in 2023, and 1 Red Flag",-0.10800000000000001
2023-09-29,"These 7 Dividend Stocks Pay $98 Billion Annually, Combined, to Their Shareholders",0.0
2023-09-29,Can PayPal Stock Hit $70 by the End of 2023?,-0.10714285714285714
2023-09-29,83% of Warren Buffett's $347 Billion Portfolio Is Invested in Only 8 Stocks,0.05
2023-09-29,The 2024 Land Rover Defender 110 finds a near-perfect balance between off-roader and luxury SUV,1.0
2023-09-29,"Lex Fridman Just Interviewed Mark Zuckerberg In Metaverse, And MrBeast Is Confused: 'When The Hell Did I Miss' - Meta Platforms  ( NASDAQ:META ) ",-0.025000000000000022
2023-09-29,"Did Apple Almost Dump Google For Microsoft's Bing? - Microsoft  ( NASDAQ:MSFT ) , Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",0.0
2023-09-28,Twin Valley Awards 100+ Teacher Scholarships to Attend Kansas Tech Summit - PR Newswire,0.0
2023-09-28,"Media Companies Ready To Cash In On Taylor Swift, Travis Kelce Love Story: Comcast Up First With Sunday Night Football - Comcast  ( NASDAQ:CMCSA ) ",0.39
2023-09-28,Traders wary of volatility as JP Morgan fund's big options trade looms,-0.05681818181818182
2023-09-28,"Fortnite parent company Epic lays off 16% of staff; CEO says, 'we've been spending way more money than we earn'",0.2333333333333333
2023-09-28,"Booming Demand? Scalpers Used Bots To Place Thousands Of iPhone 15 Pre-Orders, Report Says - Apple  ( NASDAQ:AAPL ) ",0.0
2023-09-28,"King Dollar Getting In The Way Of Momo Stock Gurus, China, And Russia - Micron Technology  ( NASDAQ:MU ) ",0.0
2023-09-28,Alphabet  ( GOOGL )  Boosts Chromebook Features With ChromeOS 117,-0.0625
2023-09-28,"Market Clubhouse Morning Memo - September 28th, 2023  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, AMZN, And META )  - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) ",0.4375
2023-09-28,U.S.-China Chip War Nears Moment Of Truth,0.27999999999999997
2023-09-28,Block  ( SQ )  Boosts Reach to Canada With Tap to Pay on Android,0.0
2023-09-28,Micro-LED Market worth $150.14 Billion by 2030 - Exclusive Report by The Insight Partners,0.15333333333333332
2023-09-28,"Save $1,900 On Maxed Out 16-inch MacBook Pro With M1 Max Chip - Apple  ( NASDAQ:AAPL ) ",0.32
2023-09-28,"Tech Titans Google, Apple, Meta Closer To Regulatory Green Light For Next-Gen Augmented, Virtual Devices - Alphabet  ( NASDAQ:GOOG ) ",0.15000000000000002
2023-09-28,3 Dividend Stocks to Buy and Hold Until Retirement,0.0
2023-09-28,Google's Antitrust Trial: Struggle Between Secrecy and Public Access - Alphabet  ( NASDAQ:GOOG ) ,-0.03125000000000001
2023-09-28,"Contract Manufacturer Posts Earnings Beat, Mixed Outlook",0.03333333333333333
2023-09-28,"On GOP debate stage, a sometimes oversimplified view of China's economy | Business",0.0
2023-09-28,Roku Might Be Showing Signs of Growing Up. But Is It Enough to Buy the Stock?,0.0
2023-09-28,Futures Fall Ahead Of Jobless Claims,-0.0625
2023-09-28,"Got $1,000? 5 Buffett Stocks to Buy and Hold Forever",0.3
2023-09-28,iPhone 15 And 15 Plus Survive The Bend Test That The iPhone 15 Pro Max Failed - Apple  ( NASDAQ:AAPL ) ,-0.16666666666666669
2023-09-28,Is Steve Jobs really worthy of an opera about his life inside and out of Apple?,0.26666666666666666
2023-09-28,"Zuckerberg Talks About How Musk's Acquisition Fueled His Ambition To Build A Universal Version Of Twitter, AI, Mixed Reality and More - Meta Platforms  ( NASDAQ:META ) ",0.025000000000000005
2023-09-28,Is Apple Stock a Buy Now?,0.4
2023-09-28,"Wall Street's ""Magnificent Seven"" May Be a Mammoth Liability for the Stock Market",0.38449999999999995
2023-09-28,"'iPhone Of AI': OpenAI's Sam Altman, Apple Design Legend Jony Ive And SoftBank's Masayoshi Son Explore A New Venture - Microsoft  ( NASDAQ:MSFT ) , SoftBank Group  ( OTC:SFTBF ) ",0.1787878787878788
2023-09-28,"'Lost All Visibility' On The Apple Car Project: It Isn't Coming Anytime Soon, Says Analyst - Tesla  ( NASDAQ:TSLA ) ",0.0
2023-09-28,"If You Invested $100 In Bitcoin, Ethereum, Alphabet, Apple, Microsoft And Tesla 5 Years Ago, Here's How Much You'd Have Now - Microsoft  ( NASDAQ:MSFT ) , Apple  ( NASDAQ:AAPL ) , SPDR Dow Jones Industrial Average ETF  ( ARCA:DIA ) , Amazon.com  ( NASDAQ:AMZN ) ",0.0890625
2023-09-27,Apple  ( AAPL )  Stock Sinks As Market Gains: What You Should Know,0.03333333333333335
2023-09-27,Why Meta Platforms Stock Dropped and Then Recovered Today,0.0
2023-09-27,Why Meta Stock Traded Lower Today - Meta Platforms  ( NASDAQ:META ) ,0.0
2023-09-27,"If You Invested $1,000 in Dogecoin On Jan. 1, 2021, Here's How Much You'd Have Now",0.15833333333333335
2023-09-27,"Almost 1,500 high-grade corporate bonds are on sale. Here's how you could add cheap Apple bonds to your portfolio.",0.1
2023-09-27,"Meta unveils latest VR headset, as Zuckerberg calls it the 'first mainstream mixed-reality headset'",0.375
2023-09-27,Hollywood Writers Won But Hollywood Still Can't Go Back To Normal - Netflix  ( NASDAQ:NFLX ) ,0.0625
2023-09-27,"Slight Respite: After Worst Day Since March, Stocks Rebound Slightly As Yields Ease - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ",-0.2034090909090909
2023-09-27,Window Dressing And Rare Good Data From China Bringing In Buyers In The Stock Market - Micron Technology  ( NASDAQ:MU ) ,0.33181818181818185
2023-09-27,Netflix  ( NFLX )  Expands Gaming Portfolio With Four New Games,0.06818181818181818
2023-09-27,Can the iPhone 15 Help Reverse Apple's Sales Decline?,0.25
2023-09-27,Apple Delays Newest Processor Rollout -- Is Taiwan Semi Manufacturing in Deep Trouble?,0.07784090909090909
2023-09-27,"Top Stories Wednesday, Sep 27: Apple Defends Its $19B Google Search Deal, Hollywood's Writers Secure Credit For AI Training, China's Ambitious Chip Fund Faces Headwinds - Alibaba Gr Holding  ( NYSE:BABA ) ",0.19285714285714284
2023-09-27,"Technology stocks have entered correction territory, threatening to topple the 2023 U.S. market rally",0.41666666666666663
2023-09-27,Yale Home Expands Best-Selling Smart Lock Collection with Yale Assure Lock® 2 Touch and Yale Assure Lock® 2 Plus - Fortune Brands  ( NYSE:FBIN ) ,0.1948051948051948
2023-09-27,"Qualcomm Gears Up for Innovation, Snapdragon 8 Gen 3 Set to Rival Apple's 3nm Chip Technology - Qualcomm  ( NASDAQ:QCOM ) ",0.0
2023-09-27,Futures Rise Ahead Of Key Data,0.06666666666666667
2023-09-27,Apple Remains Silent On Strategy As China's Cyberspace Watchdog Tightens Reins On App Stores - Apple  ( NASDAQ:AAPL ) ,0.06818181818181818
2023-09-27,"Warren Buffett Is Selling Shares of This High-Yield Dividend Stock and, Likely, Buying Shares of His Favorite Stock  ( No, Not Apple! ) ",0.13657407407407407
2023-09-27,The 2024 Hyundai Kona review: The subcompact SUV has been totally redesigned-here's what's new,0.06818181818181818
2023-09-27,"Forget September Slump! S&P 500 Could Scale New Highs By Mid-2024, Predicts JPMorgan Strategist - Microsoft  ( NASDAQ:MSFT ) , Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) , Meta Platforms  ( NASDAQ:META ) ",0.20378787878787877
2023-09-27,Can Apple's Revolutionary Vision Pro Live Up To The Hype? Analyst Casts Doubt on Shipment Expectations - Meta Platforms  ( NASDAQ:META ) ,0.12727272727272726
2023-09-27,"Apple Design Legend Jony Ive, ChatGPT Creator Sam Altman Said To Be Uniting for Mystery AI Project: What Could It Be? - Apple  ( NASDAQ:AAPL ) ",-0.3
2023-09-27,Is Apple Headed For Titanium Gate? Expert Identifies Issues Causing iPhone 15 Series To Overheat - Taiwan Semiconductor  ( NYSE:TSM ) ,0.019999999999999997
2023-09-26,Could a break-up of Amazon be good for the stock? Analysts weigh in after FTC lawsuit.,0.09999999999999998
2023-09-26,When will the stock-market pain end? Here are 3 clues that investors should watch out for.,0.22
2023-09-26,Futures: What To Do As Stocks Sell Off; Meta's AI Push In Focus,0.0
2023-09-26,What's Going On With Apple Shares - Apple  ( NASDAQ:AAPL ) ,0.0
2023-09-26,Nvidia Forges An Artificial Intelligence Revolution. What Could Get In The Way?,-0.39999999999999997
2023-09-26,"Google Podcasts To Sunset in 2024, YouTube Music Rises As Podcasting Hub - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",-0.07777777777777779
2023-09-26,Here's what Apple's iPhone 15 says about the world,0.13333333333333333
2023-09-26,Meta Near Buy Point With Big AI And VR News On Tap,0.03333333333333333
2023-09-26,"Amazon sued by FTC, which alleges the company is 'exploiting its monopoly power'",0.0
2023-09-26,"S&P 500 Head And Shoulders Top Confirmed- Pattern Suggest Further Potential Downside To $4100 - Apple  ( NASDAQ:AAPL ) , Tesla  ( NASDAQ:TSLA ) ",0.08253968253968255
2023-09-26,India: Apple Creating Opportunity For Investors In Up And Coming Manufacturing Powerhouse - Apple  ( NASDAQ:AAPL ) ,0.33888888888888885
2023-09-26,"Market Mechanics Taking Over, Window Dressing Meets Higher Rates - NVIDIA  ( NASDAQ:NVDA ) ",0.3125
2023-09-26,Warren Buffett Says Apple Is Better Than Any Businesses Berkshire Owns - Unmatched Brand Loyalty Proven As Consumers Would Give Up A Second Car For An iPhone,0.4261904761904762
2023-09-26,Dow Jones Falls 1%; Tesla Faces New Probe Ahead Of Q3 Deliveries,0.11212121212121212
2023-09-26,"Market Clubhouse Morning Memo - September 26th, 2023  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, And TSLA )  - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) ",0.4375
2023-09-26,3 Dow Jones Industrial Average Stocks To Watch Ahead Of October 2023,0.027083333333333334
2023-09-26,"Apple's Eddy Cue Expected To Testify Google Search Is The Best, And That There's No Apple Search Engine In The Works - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",0.25
2023-09-26,"Apple's Eddy Cue to Testify in DOJ's Google Trial, Defending Google Default Search Deal - Samsung Electronics Co  ( OTC:SSNLF ) , Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ",0.0
2023-09-26,Interested in Arm Holdings? These 2 Chip Stocks Are Growing Even Faster and Are More Reasonably Valued.,0.2625
2023-09-26,3 Warren Buffett Stocks Worth Owning Forever,0.4
2023-09-26,"Apple's Asian Shift: China's Loss Could Be India's Billion-Dollar Gain And Cut Cupertino's Geopolitical Risk, Says Munster - Apple  ( NASDAQ:AAPL ) ",-0.1
2023-09-26,JPMorgan sees India in its top 3 fastest-growing Asia markets in 2024,0.5
2023-09-26,Netflix  ( NFLX )  Strengthens APAC Footprint With New Initiatives,-0.33181818181818185
2023-09-26,"Meta Connect will focus on AI and mixed reality, but does that include Apple?",0.011746031746031737
2023-09-26,"Repairing iPhone 15 Pro's Back Glass Is 3x Cheaper, But It Is Shockingly Fragile - Apple  ( NASDAQ:AAPL ) ",0.17777777777777778
2023-09-26,3 Vanguard Mutual Funds to Buy Now,0.22727272727272727
2023-09-26,iPhone 15 Pro Max Has $30 Worth Titanium: YouTuber JerryRig Finds It 'Exquisite' And Worth Every Buzzword Apple Used - Apple  ( NASDAQ:AAPL ) ,0.4340909090909091
2023-09-26,"Meta Quest 3 Takes On Apple Vision Pro: What You Need to Know - Release Date, Specs, And Prices Leak Before Connect - Meta Platforms  ( NASDAQ:META ) ",0.0
2023-09-26,Should You Invest in the Fidelity MSCI Information Technology Index ETF  ( FTEC ) ?,0.0
2023-09-26,Should Vanguard Russell 1000 Growth ETF  ( VONG )  Be on Your Investing Radar?,0.0
2023-09-26,"OnePlus Is Bringing Apple's Dynamic Island To Its Phones With The OxygenOS 14 Update, But There's A Catch - Apple  ( NASDAQ:AAPL ) ",0.05454545454545454
2023-09-26,Berkshire Hathaway  ( BRK.B )  Continues to Offload HP  ( HPQ )  Shares,0.09999999999999999
2023-09-26,New Ultra Compact Epson RapidReceipt RR-400W Wireless Desktop Receipt Scanner To Boost Productivity - PR Newswire,0.13636363636363635
2023-09-26,"iPhone 15's FineWoven Cases Look Like A Fine Mess, But Tim Cook's Team Has A Strategy For Retail Teams - Apple  ( NASDAQ:AAPL ) ",0.029671717171717172
2023-09-26,"iPhone 15 Pro Max Vs. Samsung Galaxy S23 Ultra: Which Takes The Best Moon Shots? The Winner Is Clear, But... - Samsung Electronics Co  ( OTC:SSNLF ) ",0.5333333333333333
2023-09-26,Disruption at Pegatron plant unlikely to affect iPhone production in India,-0.135
2023-09-26,What is Apple's 'Project Nova' And Will It Put A Dedicated Camera Shutter Button On iPhone 16 - Apple  ( NASDAQ:AAPL ) ,0.13333333333333333
2023-09-25,"As Amazon Prime Video adds commercials, here's how streaming services match up on pricing",0.1875
2023-09-25,Futures: Key Inflation Data Looms As Stocks Bounce,0.0
2023-09-25,Tax Cuts From The Bush And Trump Eras Have Cost The Government $10 Trillion It Now Owes - Apple  ( NASDAQ:AAPL ) ,0.0
2023-09-25,Dow Jones Gains As Trump Ramps Up Shutdown Pressure; Tesla Up Despite This Call As LI Dives,0.0
2023-09-25,Stock Market Today: Mega-Cap Strength Keeps Stocks Above Water,0.1625
2023-09-25,This Stock Is Yielding Over Double the Inflation Rate Right Now,0.17037981859410428
2023-09-25,A handful of stocks have driven much of this year's rally. That's becoming a serious problem on the way down.,0.1322222222222222
2023-09-25,iPhone 15 Demand Outpaces Supply: Morgan Stanley Is Optimistic On Apple's Performance - Apple  ( NASDAQ:AAPL ) ,0.0
2023-09-25,Netflix  ( NFLX )  Expands Portfolio With New Italian Content,0.0909090909090909
2023-09-25,"Small Caps Signal Recession Worries, Large Caps Hold Up On AI Frenzy - General Motors  ( NYSE:GM ) ",0.055357142857142855
2023-09-25,Can Apple Weather This Storm? - Apple  ( NASDAQ:AAPL ) ,-0.049999999999999996
2023-09-25,Is Reality Setting In? Get Prepared For The Upcoming Week With Markets With Mando! - Apple  ( NASDAQ:AAPL ) ,0.2
2023-09-25,"Market Clubhouse Morning Memo - September 25th, 2023  ( Trade Strategy For SPY, QQQ, AAPL, MSFT, TSLA, META, And GOOGL )  - Invesco QQQ Trust, Series 1  ( NASDAQ:QQQ ) ",0.4375
2023-09-25,"ChatGPT Introduces Verbal Responses, Challenging Siri And Alexa - Microsoft  ( NASDAQ:MSFT ) ",0.05606060606060606
2023-09-25,Amidst US Hurdles Apple Rival Huawei Showcases Mate 60 Smartphone Lineup - Apple  ( NASDAQ:AAPL ) ,0.4666666666666666
2023-09-25,Futures Fall As 10-Year Treasury Jumps To New High,0.022532467532467532
2023-09-25,"Early iPhone 15 Pro Buyers Complain Of Overheating, Some Report Throttling And Discoloration Issues - Apple  ( NASDAQ:AAPL ) ",-0.23272727272727273
2023-09-25,Investors Heavily Search Apple Inc.  ( AAPL ) : Here is What You Need to Know,0.19999999999999998
2023-09-25,India ETFs Surge in Q3: Here's Why,0.012000000000000005
2023-09-25,"Apple's iOS 17 Update Challenges Google's Search Engine Dominance - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ",-0.27499999999999997
2023-09-25,'I Can't Stand How Wild This Is': Former Windows Head Is Shocked That An iPhone 15 Can Offer A Desktop-Like Experience - Apple  ( NASDAQ:AAPL ) ,0.04204545454545454
2023-09-25,An Oversold Market Faces Obstacles in the Week Ahead,-0.0875
2023-09-25,Semiconductor companies are in denial about this sea-change with their biggest customers,-0.125
2023-09-25,"Google Pixel 8 May Outshine Apple's iPhone With 7 Years Of Android Updates - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",0.018181818181818174
2023-09-25,Tim Cook And Teresa Perales Bond Over How The Champion Paralympian Uses Apple Watch For Training - Apple  ( NASDAQ:AAPL ) ,0.5
2023-09-25,Should WisdomTree U.S. LargeCap Dividend ETF  ( DLN )  Be on Your Investing Radar?,0.0
2023-09-25,"Jamie Raskin's Warning On Government Shutdown, Ted Cruz Predicts Biden Bowing Out, Musk 'Buying' iPhone15 And More: Top Stories From This Weekend You Shouldn't Miss - Tesla  ( NASDAQ:TSLA ) , General Motors  ( NYSE:GM ) ",0.25833333333333336
2023-09-25,Apple's Indian contract unit temporarily halts iPhone assembly after fire,0.016666666666666663
2023-09-25,Usher's Super Bowl Halftime Debut: Can He Outshine Rihanna? - Apple  ( NASDAQ:AAPL ) ,0.24444444444444444
2023-09-25,"Mark Mobius Advises Cutting Back On Chinese Consumer Stocks For This Sector Amid Xi Jinping's Boost: 'But The Problem Now Is...' - iShares MSCI Emerging Index Fund  ( ARCA:EEM ) , Taiwan Semiconductor  ( NYSE:TSM ) ",-0.019999999999999997
2023-09-25,1 Massive Overlooked Risk for Intel and AMD,0.0
2023-09-25,Warren Buffett Has Put $150 Billion of Berkshire Hathaway's Cash to Work in These 4 Stocks,0.4
2023-09-25,Apple's 'Made In India' Production Could Surge To $40 Billion in the Coming Years - Apple  ( NASDAQ:AAPL ) ,0.125
2023-09-25,"India loosening its planned restrictions on laptop, tablet imports",0.09375
2023-09-25,"After Apple, Google Might Also Increase The Price Of Upcoming Pixel 8, Pixel 8 Pro - Samsung Electronics Co  ( OTC:SSNLF ) , Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",0.25
2023-09-25,Taimanin RPG Extasy Pre-Registration Begins,0.20000000000000004
2023-09-25,"Stock Stories, Vol. 8: The Dividends of Patience",0.0
2023-09-25,"The Data Center Market to grow by USD 329.82 billion from 2022 to 2027, Growth Driven by a Rise in the adoption of ... - PR Newswire",-0.1
2023-09-24,"Crypto Analyst Says Bitcoin 'Bottom' Not In Yet, Predicts New Six-month Lows - Apple  ( NASDAQ:AAPL ) ",0.1340909090909091
2023-09-24,"Sustainability Meets Scrutiny: Apple's FineWoven iPhone Cases Draw Intense Criticism, Labeled 'Categorically Terrible' - Apple  ( NASDAQ:AAPL ) ",-0.06000000000000001
2023-09-24,Navigating Through Uncertainty: Apple's iPhone 15 Launch Raises Questions About Demand - Apple  ( NASDAQ:AAPL ) ,0.05909090909090909
2023-09-24,"Crypto Expert Warns Of $440 Billion Wipeout, Shares Concerning Prediction About Bitcoin",0.05
2023-09-24,Is It Too Late to Buy Apple Stock?,-0.033333333333333326
2023-09-24,"Got $3,000? These 3 Stocks Could Double Your Money by 2030.",0.08
2023-09-24,3 Warren Buffett Stocks to See Skyrocketing AI Growth,0.1
2023-09-24,"Elon Musk Buying iPhone 15, iOS 17 Draining Battery, Jaw-Dropping Deal On New Phones And More: This Week In Appleverse - Verizon Communications  ( NYSE:VZ ) ",0.23724747474747476
2023-09-24,"1 Reason Apple Stock Is a Screaming Buy, and 1 Reason to Avoid It Like the Plague",0.25
2023-09-24,Prediction: Here's How Much Apple Will Be Worth in 2030,0.125
2023-09-23,3 Warren Buffett Stocks You Can Buy in September and Hold Forever,0.4
2023-09-23,2 Warren Buffett Stocks to Hold Forever,0.125
2023-09-23,Tim Cook and Apple Are Running Circles Around Mark Zuckerberg's Metaverse Vision,0.0
2023-09-23,A fund manager at a $250 billion firm that aims to capture megatrends shares the top 10 stocks pulled from its 12 strategies,0.2
2023-09-23,Did You Know About iPhone 15's Charger's 'Handshake' Trick? - Apple  ( NASDAQ:AAPL ) ,0.25
2023-09-23,"Elon Musk Praises iPhone 15 Photos: 'Buying One,' Tells Tim Cook - Apple  ( NASDAQ:AAPL ) ",0.5
2023-09-23,Apple's Latest Event and the Fundamentals of Reinsurance,0.55
2023-09-23,"Buy the Dip in Apple, or Has the Trend Turned Rotten?",-0.016666666666666666
2023-09-22,"Here's How Nvidia, Apple, and Microsoft Could Pay You $1,000 Per Year in Dividend Income",0.5
2023-09-22,Why Broadcom Stock Was on the Rebound Today,-0.5
2023-09-22,Dow Falls But Apple Gains On iPhone Launch; UAW Lets Ford Off The Hook,0.0
